Name,Age,Gender,Phone,Email,Product,Price,Order_Date,Payment_Date,Profit
Ezekiel Peterson,20,Female,1-839-149-1564,ezekielpeterson7944@google.net,Synthroid,150000,2022-01-24 07:56:00 UTC,2022-01-24 10:20:00 UTC,105000
Francesca Lester,20,Male,1-541-371-3302,francescalester23@hotmail.org,Plavix,225000,2021-07-24 13:03:00 UTC,2021-07-24 15:27:00 UTC,100000
Francesca Lester,20,Male,1-541-371-3302,francescalester23@hotmail.org,Hydrocodone/APAP,200000,2021-09-02 13:03:00 UTC,2021-09-02 14:57:00 UTC,110000
Francesca Lester,20,Male,1-541-371-3302,francescalester23@hotmail.org,Plavix,225000,2021-11-01 13:03:00 UTC,2021-11-01 14:57:00 UTC,100000
Wesley Blackwell,20,Male,1-610-937-4739,wesleyblackwell@icloud.net,Simvastatin,110000,2022-03-20 15:11:00 UTC,2022-03-20 17:35:00 UTC,77000
Ava Bridges,21,Female,1-668-517-3853,avabridges@hotmail.org,Synthroid,150000,2021-06-16 09:31:00 UTC,2021-06-16 11:55:00 UTC,105000
Cain Chaney,21,Male,(183) 575-1754,cainchaney@hotmail.net,Simvastatin,110000,2021-09-22 12:51:00 UTC,2021-09-22 15:15:00 UTC,77000
Cain Chaney,21,Male,(183) 575-1754,cainchaney@hotmail.net,Azithromycin,125000,2021-11-23 12:51:00 UTC,2021-11-23 14:45:00 UTC,87500
Cain Chaney,21,Male,(183) 575-1754,cainchaney@hotmail.net,Nexium,270000,2021-12-16 12:51:00 UTC,2021-12-16 14:45:00 UTC,94500
Inez Barber,21,Female,1-826-331-4612,inezbarber@icloud.com,Plavix,225000,2021-10-31 17:05:00 UTC,2021-10-31 19:29:00 UTC,100000
Inez Barber,21,Female,1-826-331-4612,inezbarber@icloud.com,Metoprolol Tartrate,175000,2021-11-22 17:05:00 UTC,2021-11-22 18:59:00 UTC,140000
Rajah Boyer,21,Male,(944) 727-0297,rajahboyer6690@icloud.org,Synthroid,150000,2022-03-28 20:33:00 UTC,2022-03-28 22:57:00 UTC,105000
Warren Soto,21,Male,1-411-892-3589,warrensoto@icloud.org,LevothyroxineSodium,75000,2021-08-04 17:45:00 UTC,2021-08-04 20:09:00 UTC,45000
Warren Soto,21,Male,1-411-892-3589,warrensoto@icloud.org,Hydrocodone/APAP,200000,2021-09-13 17:45:00 UTC,2021-09-13 19:39:00 UTC,110000
Camille Luna,21,Male,1-583-437-2554,camilleluna@google.org,Hydrocodone/APAP,200000,2021-12-08 11:49:00 UTC,2021-12-08 14:13:00 UTC,110000
Owen Spencer,21,Female,(384) 625-4770,owenspencer@hotmail.org,LevothyroxineSodium,75000,2021-07-17 16:13:00 UTC,2021-07-17 18:37:00 UTC,45000
Andrew Walton,21,Male,1-327-560-5592,andrewwalton3723@icloud.com,Simvastatin,110000,2021-06-11 05:37:00 UTC,2021-06-11 08:01:00 UTC,77000
Hilary Lawson,21,Female,(318) 342-8028,hilarylawson@icloud.com,Metoprolol Tartrate,175000,2021-02-01 23:28:00 UTC,2021-02-02 01:51:00 UTC,140000
Hilary Lawson,21,Female,(318) 342-8028,hilarylawson@icloud.com,Metoprolol Tartrate,175000,2021-03-13 23:28:00 UTC,2021-03-14 01:21:00 UTC,140000
Hilary Lawson,21,Female,(318) 342-8028,hilarylawson@icloud.com,Synthroid,150000,2022-02-08 09:02:00 UTC,2022-02-08 11:25:00 UTC,105000
Josiah Henson,21,Female,1-636-561-3905,josiahhenson2104@hotmail.net,Crestor,85000,2021-07-05 02:01:00 UTC,2021-07-05 04:25:00 UTC,59500
Brendan Forbes,21,Female,(852) 770-4178,brendanforbes6757@google.org,Nexium,270000,2021-05-25 01:19:00 UTC,2021-05-25 03:43:00 UTC,94500
Brendan Forbes,21,Female,(852) 770-4178,brendanforbes6757@google.org,Plavix,225000,2021-07-04 01:19:00 UTC,2021-07-04 03:13:00 UTC,100000
Brendan Forbes,21,Female,(852) 770-4178,brendanforbes6757@google.org,Crestor,85000,2021-08-18 01:19:00 UTC,2021-08-18 03:13:00 UTC,59500
Brendan Forbes,21,Female,(852) 770-4178,brendanforbes6757@google.org,Singulair,50000,2021-11-02 01:19:00 UTC,2021-11-02 03:13:00 UTC,40000
Olympia Chavez,21,Male,1-582-954-1837,olympiachavez@hotmail.org,Lipitor,100000,2021-04-16 11:07:00 UTC,2021-04-16 13:31:00 UTC,70000
Olympia Chavez,21,Male,1-582-954-1837,olympiachavez@hotmail.org,Synthroid,150000,2021-05-26 11:07:00 UTC,2021-05-26 13:01:00 UTC,105000
Olympia Chavez,21,Male,1-582-954-1837,olympiachavez@hotmail.org,Metoprolol Tartrate,175000,2021-06-27 11:07:00 UTC,2021-06-27 13:01:00 UTC,140000
Olympia Chavez,21,Male,1-582-954-1837,olympiachavez@hotmail.org,Lipitor,100000,2021-09-25 11:07:00 UTC,2021-09-25 13:01:00 UTC,70000
Nicholas Calderon,21,Female,(304) 181-6941,nicholascalderon6757@icloud.org,Azithromycin,125000,2021-10-04 18:13:00 UTC,2021-10-04 20:37:00 UTC,87500
Nicholas Calderon,21,Female,(304) 181-6941,nicholascalderon6757@icloud.org,Azithromycin,125000,2021-10-26 18:13:00 UTC,2021-10-26 20:07:00 UTC,87500
Nicholas Calderon,21,Female,(304) 181-6941,nicholascalderon6757@icloud.org,Crestor,85000,2021-11-18 18:13:00 UTC,2021-11-18 20:07:00 UTC,59500
Nicholas Calderon,21,Female,(304) 181-6941,nicholascalderon6757@icloud.org,Hydrocodone/APAP,200000,2021-12-31 03:47:00 UTC,2021-12-31 05:41:00 UTC,110000
Winifred Mitchell,21,Male,(787) 352-5281,winifredmitchell5072@icloud.net,Synthroid,150000,2021-07-25 20:12:00 UTC,2021-07-25 22:36:00 UTC,105000
Winifred Mitchell,21,Male,(787) 352-5281,winifredmitchell5072@icloud.net,Hydrocodone/APAP,200000,2021-09-03 20:12:00 UTC,2021-09-03 22:06:00 UTC,110000
Winifred Mitchell,21,Male,(787) 352-5281,winifredmitchell5072@icloud.net,Metoprolol Tartrate,175000,2021-10-18 20:12:00 UTC,2021-10-18 22:06:00 UTC,140000
Winifred Mitchell,21,Male,(787) 352-5281,winifredmitchell5072@icloud.net,Crestor,85000,2021-11-17 20:12:00 UTC,2021-11-17 22:06:00 UTC,59500
Winifred Mitchell,21,Male,(787) 352-5281,winifredmitchell5072@icloud.net,Plavix,225000,2021-12-19 04:40:00 UTC,2021-12-19 07:04:00 UTC,100000
Savannah Maldonado,21,Male,(711) 152-5026,savannahmaldonado4404@google.org,Synthroid,150000,2021-07-03 20:55:00 UTC,2021-07-03 23:19:00 UTC,105000
Lamar Kirk,22,Female,(707) 426-7551,lamarkirk7892@icloud.com,Azithromycin,125000,2021-08-09 00:32:00 UTC,2021-08-09 02:55:00 UTC,87500
Lamar Kirk,22,Female,(707) 426-7551,lamarkirk7892@icloud.com,Singulair,50000,2021-10-10 00:32:00 UTC,2021-10-10 02:25:00 UTC,40000
Medge Cook,22,Female,1-114-264-2165,medgecook@icloud.com,Nexium,270000,2021-07-20 22:09:00 UTC,2021-07-21 00:32:00 UTC,94500
Medge Cook,22,Female,1-114-264-2165,medgecook@icloud.com,Crestor,85000,2021-08-29 22:09:00 UTC,2021-08-30 00:02:00 UTC,59500
Medge Cook,22,Female,1-114-264-2165,medgecook@icloud.com,LevothyroxineSodium,75000,2021-10-13 22:09:00 UTC,2021-10-14 00:02:00 UTC,45000
Medge Cook,22,Female,1-114-264-2165,medgecook@icloud.com,Hydrocodone/APAP,200000,2021-11-12 22:09:00 UTC,2021-11-13 00:02:00 UTC,110000
David Giles,22,Male,1-192-774-6135,davidgiles8636@google.net,Hydrocodone/APAP,200000,2021-08-19 00:34:00 UTC,2021-08-19 02:58:00 UTC,110000
David Giles,22,Male,1-192-774-6135,davidgiles8636@google.net,Plavix,225000,2021-10-20 00:34:00 UTC,2021-10-20 02:28:00 UTC,100000
David Giles,22,Male,1-192-774-6135,davidgiles8636@google.net,Nexium,270000,2021-12-19 08:29:00 UTC,2021-12-19 10:23:00 UTC,94500
Glenna Leon,22,Male,(482) 661-4466,glennaleon@icloud.org,LevothyroxineSodium,75000,2021-04-10 04:16:00 UTC,2021-04-10 06:40:00 UTC,45000
Glenna Leon,22,Male,(482) 661-4466,glennaleon@icloud.org,Azithromycin,125000,2021-05-20 04:16:00 UTC,2021-05-20 06:10:00 UTC,87500
Glenna Leon,22,Male,(482) 661-4466,glennaleon@icloud.org,Crestor,85000,2021-06-21 04:16:00 UTC,2021-06-21 06:10:00 UTC,59500
Abbot Deleon,22,Male,1-453-497-2625,abbotdeleon1619@icloud.com,Crestor,85000,2021-07-29 04:41:00 UTC,2021-07-29 07:04:00 UTC,59500
Abbot Deleon,22,Male,1-453-497-2625,abbotdeleon1619@icloud.com,Crestor,85000,2021-09-07 04:41:00 UTC,2021-09-07 06:34:00 UTC,59500
Henry Slater,22,Female,(878) 215-5959,henryslater2632@google.com,Azithromycin,125000,2022-01-09 03:08:00 UTC,2022-01-09 05:32:00 UTC,87500
Xenos Joyner,22,Female,(850) 512-7271,xenosjoyner@google.net,Crestor,85000,2021-11-30 23:45:00 UTC,2021-12-01 02:09:00 UTC,59500
Daniel Herrera,22,Male,(734) 771-6441,danielherrera@google.com,Nexium,270000,2021-09-28 18:04:00 UTC,2021-09-28 20:28:00 UTC,94500
Daniel Herrera,22,Male,(734) 771-6441,danielherrera@google.com,Azithromycin,125000,2021-10-20 18:04:00 UTC,2021-10-20 19:58:00 UTC,87500
Daniel Herrera,22,Male,(734) 771-6441,danielherrera@google.com,Hydrocodone/APAP,200000,2021-11-12 18:04:00 UTC,2021-11-12 19:58:00 UTC,110000
Daniel Herrera,22,Male,(734) 771-6441,danielherrera@google.com,Plavix,225000,2021-12-21 19:35:00 UTC,2021-12-21 21:59:00 UTC,100000
Philip Hoffman,22,Female,(555) 351-1662,philiphoffman8319@hotmail.com,LevothyroxineSodium,75000,2021-07-04 10:12:00 UTC,2021-07-04 12:36:00 UTC,45000
Yasir Rutledge,22,Male,1-466-593-1237,yasirrutledge@hotmail.org,Metoprolol Tartrate,175000,2021-05-07 04:41:00 UTC,2021-05-07 07:04:00 UTC,140000
Yasir Rutledge,22,Male,1-466-593-1237,yasirrutledge@hotmail.org,Azithromycin,125000,2021-06-16 04:41:00 UTC,2021-06-16 06:34:00 UTC,87500
Yasir Rutledge,22,Male,1-466-593-1237,yasirrutledge@hotmail.org,Synthroid,150000,2021-07-31 04:41:00 UTC,2021-07-31 06:34:00 UTC,105000
Yasir Rutledge,22,Male,1-466-593-1237,yasirrutledge@hotmail.org,Plavix,225000,2021-10-15 04:41:00 UTC,2021-10-15 06:34:00 UTC,100000
Claudia Morrison,22,Female,1-615-213-9486,claudiamorrison@google.com,Azithromycin,125000,2021-09-24 00:58:00 UTC,2021-09-24 03:22:00 UTC,87500
Claudia Morrison,22,Female,1-615-213-9486,claudiamorrison@google.com,Hydrocodone/APAP,200000,2021-11-25 00:58:00 UTC,2021-11-25 02:52:00 UTC,110000
Quintessa Elliott,22,Female,(217) 745-3810,quintessaelliott5090@icloud.org,Singulair,50000,2021-11-02 19:07:00 UTC,2021-11-02 21:31:00 UTC,40000
Quintessa Elliott,22,Female,(217) 745-3810,quintessaelliott5090@icloud.org,LevothyroxineSodium,75000,2021-11-24 19:07:00 UTC,2021-11-24 21:01:00 UTC,45000
Sage Love,23,Male,(279) 343-3441,sagelove@icloud.org,Singulair,50000,2022-03-08 06:50:00 UTC,2022-03-08 08:44:00 UTC,40000
Yael Head,23,Male,1-652-154-7785,yaelhead8680@hotmail.net,Simvastatin,110000,2021-06-20 00:57:00 UTC,2021-06-20 03:21:00 UTC,77000
Hanna Carr,23,Female,1-397-815-5817,hannacarr6040@icloud.net,Singulair,50000,2021-04-17 13:29:00 UTC,2021-04-17 15:53:00 UTC,40000
Hanna Carr,23,Female,1-397-815-5817,hannacarr6040@icloud.net,Plavix,225000,2021-05-27 13:29:00 UTC,2021-05-27 15:23:00 UTC,100000
Hanna Carr,23,Female,1-397-815-5817,hannacarr6040@icloud.net,LevothyroxineSodium,75000,2021-06-28 13:29:00 UTC,2021-06-28 15:23:00 UTC,45000
Hanna Carr,23,Female,1-397-815-5817,hannacarr6040@icloud.net,Hydrocodone/APAP,200000,2021-09-26 13:29:00 UTC,2021-09-26 15:23:00 UTC,110000
Jaime Wall,23,Male,1-952-591-7531,jaimewall@icloud.org,LevothyroxineSodium,75000,2021-02-13 04:28:00 UTC,2021-02-13 06:52:00 UTC,45000
Jaime Wall,23,Male,1-952-591-7531,jaimewall@icloud.org,Synthroid,150000,2021-03-25 04:28:00 UTC,2021-03-25 06:22:00 UTC,105000
Jaime Wall,23,Male,1-952-591-7531,jaimewall@icloud.org,Hydrocodone/APAP,200000,2022-02-22 16:02:00 UTC,2022-02-22 17:56:00 UTC,110000
Aspen Booth,23,Male,1-506-231-5916,aspenbooth1713@icloud.net,Hydrocodone/APAP,200000,2022-03-28 00:39:00 UTC,2022-03-28 03:02:00 UTC,110000
Dylan Yates,23,Female,(443) 852-6846,dylanyates@hotmail.org,Plavix,225000,2021-09-11 13:39:00 UTC,2021-09-11 16:02:00 UTC,100000
Dylan Yates,23,Female,(443) 852-6846,dylanyates@hotmail.org,Hydrocodone/APAP,200000,2021-11-12 13:39:00 UTC,2021-11-12 15:32:00 UTC,110000
Dylan Yates,23,Female,(443) 852-6846,dylanyates@hotmail.org,Azithromycin,125000,2022-01-16 13:39:00 UTC,2022-01-16 15:32:00 UTC,87500
Gage Gordon,23,Female,1-882-571-7375,gagegordon@google.com,Simvastatin,110000,2021-02-03 02:59:00 UTC,2021-02-03 05:23:00 UTC,77000
Gage Gordon,23,Female,1-882-571-7375,gagegordon@google.com,LevothyroxineSodium,75000,2021-03-15 02:59:00 UTC,2021-03-15 04:53:00 UTC,45000
Gage Gordon,23,Female,1-882-571-7375,gagegordon@google.com,Azithromycin,125000,2022-02-09 15:22:00 UTC,2022-02-09 17:15:00 UTC,87500
Gail Dillon,23,Male,(361) 256-7348,gaildillon2085@google.net,Plavix,225000,2021-02-07 11:36:00 UTC,2021-02-07 13:59:00 UTC,100000
Gail Dillon,23,Male,(361) 256-7348,gaildillon2085@google.net,Azithromycin,125000,2021-03-19 11:36:00 UTC,2021-03-19 13:29:00 UTC,87500
Gail Dillon,23,Male,(361) 256-7348,gaildillon2085@google.net,Plavix,225000,2022-02-11 20:03:00 UTC,2022-02-11 21:57:00 UTC,100000
Ray Summers,23,Female,(886) 673-1230,raysummers@google.org,Nexium,270000,2021-10-28 20:32:00 UTC,2021-10-28 22:56:00 UTC,94500
Ray Summers,23,Female,(886) 673-1230,raysummers@google.org,Metoprolol Tartrate,175000,2021-11-19 20:32:00 UTC,2021-11-19 22:26:00 UTC,140000
Aquila Nolan,23,Female,1-356-553-1674,aquilanolan@hotmail.com,Synthroid,150000,2021-06-16 13:55:00 UTC,2021-06-16 16:19:00 UTC,105000
Linda Farmer,23,Female,(872) 474-3583,lindafarmer4662@icloud.net,Lipitor,100000,2022-03-27 04:55:00 UTC,2022-03-27 07:19:00 UTC,70000
Olympia Cook,23,Female,(435) 153-4837,olympiacook3294@icloud.org,Simvastatin,110000,2022-03-17 21:27:00 UTC,2022-03-17 23:50:00 UTC,77000
Tanner Russo,23,Female,(518) 947-6118,tannerrusso8569@icloud.com,Metoprolol Tartrate,175000,2021-05-27 21:35:00 UTC,2021-05-27 23:59:00 UTC,140000
Tanner Russo,23,Female,(518) 947-6118,tannerrusso8569@icloud.com,Synthroid,150000,2021-07-06 21:35:00 UTC,2021-07-06 23:29:00 UTC,105000
Tanner Russo,23,Female,(518) 947-6118,tannerrusso8569@icloud.com,Hydrocodone/APAP,200000,2021-08-20 21:35:00 UTC,2021-08-20 23:29:00 UTC,110000
Tanner Russo,23,Female,(518) 947-6118,tannerrusso8569@icloud.com,LevothyroxineSodium,75000,2021-11-04 21:35:00 UTC,2021-11-04 23:29:00 UTC,45000
Amethyst Paul,23,Male,(772) 920-5214,amethystpaul7766@google.net,Simvastatin,110000,2021-03-22 18:22:00 UTC,2021-03-22 20:46:00 UTC,77000
Amethyst Paul,23,Male,(772) 920-5214,amethystpaul7766@google.net,Crestor,85000,2021-05-01 18:22:00 UTC,2021-05-01 20:16:00 UTC,59500
Amethyst Paul,23,Male,(772) 920-5214,amethystpaul7766@google.net,Synthroid,150000,2021-06-02 18:22:00 UTC,2021-06-02 20:16:00 UTC,105000
Amethyst Paul,23,Male,(772) 920-5214,amethystpaul7766@google.net,Crestor,85000,2021-08-31 18:22:00 UTC,2021-08-31 20:16:00 UTC,59500
Francis Oneil,23,Female,(817) 264-5414,francisoneil@hotmail.com,Simvastatin,110000,2021-04-20 22:26:00 UTC,2021-04-21 00:50:00 UTC,77000
Francis Oneil,23,Female,(817) 264-5414,francisoneil@hotmail.com,Crestor,85000,2021-05-30 22:26:00 UTC,2021-05-31 00:20:00 UTC,59500
Francis Oneil,23,Female,(817) 264-5414,francisoneil@hotmail.com,LevothyroxineSodium,75000,2021-07-01 22:26:00 UTC,2021-07-02 00:20:00 UTC,45000
Francis Oneil,23,Female,(817) 264-5414,francisoneil@hotmail.com,Nexium,270000,2021-09-29 22:26:00 UTC,2021-09-30 00:20:00 UTC,94500
Jasmine Watson,23,Female,1-328-624-5212,jasminewatson5548@google.net,Plavix,225000,2021-01-15 23:49:00 UTC,2021-01-16 02:13:00 UTC,100000
Jasmine Watson,23,Female,1-328-624-5212,jasminewatson5548@google.net,Synthroid,150000,2022-01-27 15:21:00 UTC,2022-01-27 17:44:00 UTC,105000
Quail Hatfield,23,Male,1-583-464-5444,quailhatfield7331@google.org,Hydrocodone/APAP,200000,2021-11-22 20:33:00 UTC,2021-11-22 22:57:00 UTC,110000
Quail Hatfield,23,Male,1-583-464-5444,quailhatfield7331@google.org,Hydrocodone/APAP,200000,2021-12-14 20:33:00 UTC,2021-12-14 22:27:00 UTC,110000
Tanner Mccarty,23,Female,(163) 454-6128,tannermccarty@google.com,Azithromycin,125000,2021-01-08 06:29:00 UTC,2021-01-08 08:53:00 UTC,87500
Tanner Mccarty,23,Female,(163) 454-6128,tannermccarty@google.com,Lipitor,100000,2022-01-19 14:27:00 UTC,2022-01-19 16:50:00 UTC,70000
Fulton Armstrong,23,Female,1-377-435-3858,fultonarmstrong3202@hotmail.org,Crestor,85000,2021-04-14 05:49:00 UTC,2021-04-14 08:13:00 UTC,59500
Fulton Armstrong,23,Female,1-377-435-3858,fultonarmstrong3202@hotmail.org,LevothyroxineSodium,75000,2021-05-24 05:49:00 UTC,2021-05-24 07:43:00 UTC,45000
Fulton Armstrong,23,Female,1-377-435-3858,fultonarmstrong3202@hotmail.org,LevothyroxineSodium,75000,2021-06-25 05:49:00 UTC,2021-06-25 07:43:00 UTC,45000
Fulton Armstrong,23,Female,1-377-435-3858,fultonarmstrong3202@hotmail.org,Plavix,225000,2021-09-23 05:49:00 UTC,2021-09-23 07:43:00 UTC,100000
Griffin Melendez,23,Female,1-113-414-3816,griffinmelendez9631@google.net,Singulair,50000,2021-06-30 04:17:00 UTC,2021-06-30 06:41:00 UTC,40000
Hayley O'donnell,23,Female,1-434-736-2888,hayleyodonnell@icloud.com,Simvastatin,110000,2021-03-06 10:11:00 UTC,2021-03-06 12:35:00 UTC,77000
Dane Huber,24,Female,(843) 915-9462,danehuber@google.org,Simvastatin,110000,2021-10-27 19:10:00 UTC,2021-10-27 21:34:00 UTC,77000
Dane Huber,24,Female,(843) 915-9462,danehuber@google.org,Lipitor,100000,2021-11-18 19:10:00 UTC,2021-11-18 21:04:00 UTC,70000
Dane Huber,24,Female,(843) 915-9462,danehuber@google.org,Crestor,85000,2022-01-01 04:29:00 UTC,2022-01-01 06:23:00 UTC,59500
Oleg Adams,24,Female,1-689-854-6655,olegadams3240@icloud.com,Hydrocodone/APAP,200000,2021-11-15 15:22:00 UTC,2021-11-15 17:45:00 UTC,110000
Oleg Adams,24,Female,1-689-854-6655,olegadams3240@icloud.com,Metoprolol Tartrate,175000,2021-12-07 15:22:00 UTC,2021-12-07 17:15:00 UTC,140000
Tara Bates,24,Female,1-976-448-0363,tarabates2340@icloud.net,Lipitor,100000,2021-08-29 02:46:00 UTC,2021-08-29 05:10:00 UTC,70000
Tara Bates,24,Female,1-976-448-0363,tarabates2340@icloud.net,Azithromycin,125000,2021-10-30 02:46:00 UTC,2021-10-30 04:40:00 UTC,87500
Tara Bates,24,Female,1-976-448-0363,tarabates2340@icloud.net,Azithromycin,125000,2021-12-14 02:46:00 UTC,2021-12-14 04:40:00 UTC,87500
Tara Bates,24,Female,1-976-448-0363,tarabates2340@icloud.net,Simvastatin,110000,2022-01-13 02:46:00 UTC,2022-01-13 04:40:00 UTC,77000
Yoko Marks,24,Female,1-472-857-3503,yokomarks1745@icloud.org,Simvastatin,110000,2021-06-02 21:57:00 UTC,2021-06-03 00:20:00 UTC,77000
Yoko Marks,24,Female,1-472-857-3503,yokomarks1745@icloud.org,Crestor,85000,2021-07-12 21:57:00 UTC,2021-07-12 23:50:00 UTC,59500
Leroy Doyle,24,Male,(182) 418-2894,leroydoyle@hotmail.com,LevothyroxineSodium,75000,2021-04-22 12:44:00 UTC,2021-04-22 15:08:00 UTC,45000
Leroy Doyle,24,Male,(182) 418-2894,leroydoyle@hotmail.com,Crestor,85000,2021-06-01 12:44:00 UTC,2021-06-01 14:38:00 UTC,59500
Leroy Doyle,24,Male,(182) 418-2894,leroydoyle@hotmail.com,LevothyroxineSodium,75000,2021-07-03 12:44:00 UTC,2021-07-03 14:38:00 UTC,45000
Leroy Doyle,24,Male,(182) 418-2894,leroydoyle@hotmail.com,Crestor,85000,2021-09-17 12:44:00 UTC,2021-09-17 14:38:00 UTC,59500
Shea Clarke,24,Male,1-428-720-6458,sheaclarke3039@hotmail.com,LevothyroxineSodium,75000,2022-03-08 15:21:00 UTC,2022-03-08 17:14:00 UTC,45000
Burke Rogers,24,Male,1-172-128-5052,burkerogers476@icloud.org,Crestor,85000,2021-02-16 03:16:00 UTC,2021-02-16 05:40:00 UTC,59500
Burke Rogers,24,Male,1-172-128-5052,burkerogers476@icloud.org,Simvastatin,110000,2021-03-28 03:16:00 UTC,2021-03-28 05:10:00 UTC,77000
Kieran Vance,24,Male,(567) 573-2167,kieranvance7856@hotmail.net,Plavix,225000,2021-02-22 07:20:00 UTC,2021-02-22 09:44:00 UTC,100000
Merrill Hess,24,Female,1-765-223-4564,merrillhess9711@icloud.com,Simvastatin,110000,2022-03-01 14:36:00 UTC,2022-03-01 16:30:00 UTC,77000
Curran Benson,24,Female,(822) 812-1643,curranbenson6881@icloud.com,Synthroid,150000,2021-05-22 21:23:00 UTC,2021-05-22 23:46:00 UTC,105000
Deacon Meyers,24,Male,1-933-588-3367,deaconmeyers@icloud.org,Crestor,85000,2021-09-13 15:41:00 UTC,2021-09-13 18:05:00 UTC,59500
Deacon Meyers,24,Male,1-933-588-3367,deaconmeyers@icloud.org,Nexium,270000,2021-11-14 15:41:00 UTC,2021-11-14 17:35:00 UTC,94500
Deacon Meyers,24,Male,1-933-588-3367,deaconmeyers@icloud.org,Hydrocodone/APAP,200000,2022-01-16 15:41:00 UTC,2022-01-16 17:35:00 UTC,110000
Mason Mcclure,24,Male,(889) 264-8369,masonmcclure@icloud.net,LevothyroxineSodium,75000,2021-07-21 15:14:00 UTC,2021-07-21 17:37:00 UTC,45000
Mason Mcclure,24,Male,(889) 264-8369,masonmcclure@icloud.net,Simvastatin,110000,2021-08-30 15:14:00 UTC,2021-08-30 17:07:00 UTC,77000
Mason Mcclure,24,Male,(889) 264-8369,masonmcclure@icloud.net,Plavix,225000,2021-10-14 15:14:00 UTC,2021-10-14 17:07:00 UTC,100000
Mason Mcclure,24,Male,(889) 264-8369,masonmcclure@icloud.net,Crestor,85000,2021-11-13 15:14:00 UTC,2021-11-13 17:07:00 UTC,59500
Moses Shaffer,24,Male,1-772-339-1577,mosesshaffer@hotmail.net,Plavix,225000,2021-11-08 22:59:00 UTC,2021-11-09 01:23:00 UTC,100000
Moses Shaffer,24,Male,1-772-339-1577,mosesshaffer@hotmail.net,Singulair,50000,2021-11-30 22:59:00 UTC,2021-12-01 00:53:00 UTC,40000
Seth Livingston,24,Female,(265) 355-1116,sethlivingston1993@google.com,Simvastatin,110000,2021-01-31 18:20:00 UTC,2021-01-31 20:44:00 UTC,77000
Seth Livingston,24,Female,(265) 355-1116,sethlivingston1993@google.com,Simvastatin,110000,2021-03-12 18:20:00 UTC,2021-03-12 20:13:00 UTC,77000
Seth Livingston,24,Female,(265) 355-1116,sethlivingston1993@google.com,Plavix,225000,2021-04-13 18:20:00 UTC,2021-04-13 20:13:00 UTC,100000
Seth Livingston,24,Female,(265) 355-1116,sethlivingston1993@google.com,Nexium,270000,2021-07-12 18:20:00 UTC,2021-07-12 20:13:00 UTC,94500
Seth Livingston,24,Female,(265) 355-1116,sethlivingston1993@google.com,Synthroid,150000,2022-02-07 12:28:00 UTC,2022-02-07 14:52:00 UTC,105000
Cameron Cummings,24,Male,1-698-514-1969,cameroncummings7872@hotmail.org,Plavix,225000,2021-11-05 08:30:00 UTC,2021-11-05 10:54:00 UTC,100000
Cameron Cummings,24,Male,1-698-514-1969,cameroncummings7872@hotmail.org,Crestor,85000,2021-11-27 08:30:00 UTC,2021-11-27 10:24:00 UTC,59500
Blaze Solis,25,Male,(838) 237-2938,blazesolis@icloud.net,Hydrocodone/APAP,200000,2021-11-13 18:54:00 UTC,2021-11-13 21:18:00 UTC,110000
Blaze Solis,25,Male,(838) 237-2938,blazesolis@icloud.net,Hydrocodone/APAP,200000,2021-12-05 18:54:00 UTC,2021-12-05 20:48:00 UTC,110000
Carolyn Todd,25,Female,1-411-775-7443,carolyntodd7695@google.org,Nexium,270000,2021-09-23 10:59:00 UTC,2021-09-23 13:23:00 UTC,94500
Carolyn Todd,25,Female,1-411-775-7443,carolyntodd7695@google.org,Singulair,50000,2021-11-24 10:59:00 UTC,2021-11-24 12:53:00 UTC,40000
Libby Spears,25,Female,1-567-286-7641,libbyspears@google.net,Plavix,225000,2021-08-19 20:56:00 UTC,2021-08-19 23:20:00 UTC,100000
Libby Spears,25,Female,1-567-286-7641,libbyspears@google.net,Simvastatin,110000,2021-10-20 20:56:00 UTC,2021-10-20 22:50:00 UTC,77000
Libby Spears,25,Female,1-567-286-7641,libbyspears@google.net,Plavix,225000,2021-12-04 20:56:00 UTC,2021-12-04 22:50:00 UTC,100000
Libby Spears,25,Female,1-567-286-7641,libbyspears@google.net,Plavix,225000,2021-12-22 18:13:00 UTC,2021-12-22 20:06:00 UTC,100000
Libby Spears,25,Female,1-567-286-7641,libbyspears@google.net,Azithromycin,125000,2022-01-03 20:56:00 UTC,2022-01-03 22:50:00 UTC,87500
Martin Martin,25,Female,1-647-334-0509,martinmartin2098@icloud.net,LevothyroxineSodium,75000,2021-11-27 08:29:00 UTC,2021-11-27 10:53:00 UTC,45000
Darius Terrell,25,Female,(257) 356-5457,dariusterrell9650@google.org,Nexium,270000,2021-03-05 19:45:00 UTC,2021-03-05 22:09:00 UTC,94500
Fritz Griffith,25,Female,(601) 202-3424,fritzgriffith@google.com,Lipitor,100000,2021-09-06 18:13:00 UTC,2021-09-06 20:36:00 UTC,70000
Fritz Griffith,25,Female,(601) 202-3424,fritzgriffith@google.com,LevothyroxineSodium,75000,2021-11-07 18:13:00 UTC,2021-11-07 20:06:00 UTC,45000
Fritz Griffith,25,Female,(601) 202-3424,fritzgriffith@google.com,LevothyroxineSodium,75000,2022-01-11 18:13:00 UTC,2022-01-11 20:06:00 UTC,45000
